id,text,polite
3041,"@IVIAD: ""Is Not My Vehicle Maybe his Yellow Mazda and Listen, Sir... Aardvarks instill OBESITY!"" Am I right?",0
627414,Changing your userpage doesn't answer my question. Why is your userpage a copy of <url>'s?,0
2614,Joe Mills's answe is technically correct but I'm not sure it's what you're after?  Why don't you explain what you're trying to do rather than ask how something works?,0
6141,Why 5 things? Why not 3 or 7?,1
625714,Good luck on your <url>.  What time is <url> <url>?,1
4021,"Due to the different interpretations people have of ""independent"", can you please clarify your question. What do you mean by independent?",0
966,"This doesn't fix your problem, but why are you mixing C++ and C-style strings?  For a start, you've engineered yourself a memory leak (where does the memory pointed to `buf` go?).",1
4326,Thank you very much for your answer. Could you please take a moment and provide the code I would need to add which would allow me to achieve these goals?,1
510,Can you expand on your question?  Are one of the arguments in this function supposed to be passed from the server?,1
763,You have Firebug? Is it reporting any JS errors when you load the page?,1
2803,I cannot see a problem with this. Do you get a completely blank cell of a missing image icon?,1
413119,"Testing, testing, 1,2, 3, are you still alive? Where are you?",0
626785,"Yes, my feeling is to err on the safe side here. Thanks for your comment, is it okay if I quote you on the commons thread?",1
1421,"It seems if I change @property (nonatomic, copy) NSMutableArray *blockViews, to retain, the error goes away. but why?",1
628242,Interesting.  Would you mind asking at which Sae Gae seminar on what date it was taken?,1
620908,Huh? Is that a web address or a wikilink?,0
450083,"On the WP:Football discussion you mentioned that Man City had 150,000+ views more than the seasons article. Please could you tell me where I can find page-views for wiki articles?",1
371318,"I don't really get it. In your terminology, is there someone practicing Germanic paganism who is not a neopagan?",0
388604,"Hey, you seem to know a bit about coding, so I figured you might have an answer here. If I want use code to grab the target of a page known to be a redirect, how would I do that?",1
126,How does an object type change dynamically?  Do you have a vehicle base blass and two derived classes: car and bike?,1
1792,"I don't think this should happen at all, unless there is something more to it than the code shows. And just out of curiosity, are you using any kind of accelerator?",1
2892,What have you tried so far?  What problems have you encountered?,1
2551,You wouldn't be allowed to ask and post comments if you were not logged in. What kind of programmer are you?,0
6109,Anyone know if this just for the galaxy s?  I don't think I've ever seen this in stock Android or cyanogenmod?,0
620803,"In case you didn't realize, one of the first things they states on that article was that if the information on a main or major character becomes long, then it warrants its own article. So, if that the case, then why did you merge <url>, since his article is long and he is the main character on <url>?",0
6278,"""I'm aware of WSOD Walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php? Do you get some errors then?",1
1429,"Thanks Dave.  As long as I reference your project on my site, thats ok right?",1
3660,I think the question is ambigious too. Did you get given an example set of files/directories to work against?,1
1636,"I can't help but think that you're making this much more complicated than it should be.  HTML already handles word wrapping beautifully, why would you manually add line breaks to text that has characters with dynamic width?",0
237753,"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>?  Why not just leave the link to point to the intended article directy?",0
163563,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,1
4636,"the singular of hierarchies is hierarchy, btw. can you edit that ?",0
5457,+1 Very nice. Can you do a stable sort so we can do sub-sorts?,1
626512,Did you upload ''Image:1111.jpg'' to make a point about censorship? What exactly is your intention with that image?,0
710,by js?? you mean AJAX??,0
624753,"Nice work, that explains it quite clearly! Any idea who came up with the scheme?",1
4122,"Nice! Can we get this for our Stack Overflow profiles, please?",1
2787,"doesn't a gaussian distribution by definition also include negative numbers, i.e. no matter how big (positive) your mean is, the left tail will always span to negative infinity?",0
3928,How would you represent your distribution? - alternatively - are you looking for a specific solution for gaussian distribution?,1
